asset_clas,location_d,asset_cd,maintained,steward,maint_info,life_cycle,mgmt_num,asset_type,material,priority,who_remove,seg_label,comments,trans_cana,greenway,operationa,Shape_Length
,,HID241,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.350980039155051
,,ING999,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,99.126712665703209
,,BRD495,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,77.668233692532795
,,MOR383,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.395083896896296
,,MOR383,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,11.593793693218611
,,MOR383,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,10.057899409969279
,,MOR383,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,12.634697486527145
,,WES099,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,13.712319847195554
,,SOV770,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,34.117652836190111
,,TUS720,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,92.403069933771263
,,SPH906,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,69.971784057230963
,,BRI717,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,39.377111104851885
,,ARB965,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,64.898308911423570
,,TUS633,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,10.686487432368528
DEV AGR 2010-094 PARKS,,WAL043,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,45.611254777735539
,,SPH015,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,126.917100203020439
,,SPH015,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,126.410348375312196
,,SIG678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,87.417176829439256
,,SIG678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,87.068288409865303
,,KCA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,85.900085275465599
,,ROY382,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,93.858791744326538
,,PAN042,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,69.890537281226798
,,PAN043,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,43.168113829682994
,,SAD341,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,43.369579483766969
,,EVE107,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,113.650588032148391
,,EVE963,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,86.198730643472416
,,MEA364,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,58.772899400803659
,,,HOMEOWNERS ASSOCIATION,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,134.161313282656579
,,MEA703,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,55.507441489307205
,,MEA364,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.343728655719602
,,MEA364,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,52.996357307232529
,,EVE920,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,314.195519271682485
,,EVE956,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,40.526382323722260
,,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,33.931719912151650
,,FPW103,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,81.685699672798293
,,FPW103,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.192841217594832
,,FPW103,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,88.108174785722341
,,FPW103,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,95.672095046025547
,,FPW102,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,52.540776917602919
,,FPW102,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,18.514580090179262
,,FPW102,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,11.321169685629364
,,WES099,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,6.408855240231106
,,COU018,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,76.111521976387607
,,SIL245,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,31.089389928697550
DISCOVERED ASSET,,SIG762,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,5.840543075104822
DISCOVERED ASSET,,SIG762,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,15.450071270340835
,,GPK500,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,39.836827256394500
,,SOV770,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,61.421212437350214
,,ROC667,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,25.822015154849144
,,GPK500,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,49.695581837302740
TI PROJECT,,OGD678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,86.855928908663529
,,GPK500,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,16.985212926904939
,,GPK056,CALGARY PARKS AND OTHER BU,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,16.619983552960257
,,WOO304,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,67.836890187872541
,,WOO304,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,45.068871295875432
,,GPK500,CALGARY PARKS,CALGARY PARKS,CONFIRM TYPE,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,41.894020934094222
,,ROY388,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,42.238571425767489
,,VAL711,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,21.024466282818743
,,TUS665,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,123.742502812072672
,,TUS665,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,148.456603588270383
,,ROY388,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,88.448040522609759
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,96.987815511554672
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,97.376489012639738
,,TUS618,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.768194245839803
,,BNK872,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,32.267098556046633
,,CPF853,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,57.667109572561678
,,CRA106,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,38.161240681180310
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,96.987787236147042
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,97.376534129607450
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,96.987793818831392
,,DRG546,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,78.372829836581985
,,EVE110,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,81.345841310411927
,,EVE110,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,14.811346997063593
,,EVE107,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,68.744930601320661
,,WAL678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,99.063196216251271
,,CHA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,92.398189757786753
,,WAL200,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,68.155529540158369
,,CHA835,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,92.029327416079042
,,DRG546,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,78.060042684024651
,,CGR216,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,12.857362683585448
,,CGR216,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,16.863147339013555
,,CRE495,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,40.601620077698449
,,PCK002,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,13.191647195775584
,,COU678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,118.774996621456964
,,CPF852,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,66.999998487372963
,,BRI678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,72.585374130660810
,,MAF702,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,16.339090459796100
,,RIC707,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,20.104337138386857
,,CAN342,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,39.335048617172632
SILVERADO 3,,SVO704,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,239.138300182343158
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,141.759028496188392
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,57.578397694257262
SILVERADO 3,,SVO703,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,277.871032960748948
PATHWAY ON UTILITY ROW OVER PRIVATE PROPERTY,,,CALGARY ROADS,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,12.324921347133854
,,GAG040,CALGARY PARKS SHARED,CALGARY ROADS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,132.905810706963763
,,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,139.766721562518086
,,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,37.765403627723302
,,,COMMUNITY ASSOCIATION,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,79.430030065747758
,,,COMMUNITY ASSOCIATION,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,48.273483767696725
,,,COMMUNITY ASSOCIATION,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,18.401910665428144
,,,COMMUNITY ASSOCIATION,OUTSIDE AGENCY,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,109.034423289415045
DA-2017-0008,,SET678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,72.168385119144503
DISCOVERED ASSET,,CHA823,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,43.930690232183046
,,SIL245,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,39.454430739187565
,,CPF851,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,23.992659705605163
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,29.512922701670355
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,42.800180433632590
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,38.844346684134614
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,16.008143544718500
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,31.658723057759588
,,ST1678,CALGARY PARKS,CALGARY PARKS,UD PROJECT DA2010-0010,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,9.700597901034330
,,WAL678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,14.404959371784217
,,WAL678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,25.534152147741747
,,WAL678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,8.961005642647237
,,RIV678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,61.326988176757617
,,GPK120,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,76.203782569390000
,,MAF702,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,128.644602870381675
,,GPK120,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,76.509276040210608
,,GPK704,CALGARY PARKS,CALGARY PARKS,TI PROJECT: MAINTAINED AT CCC,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,101.140555845861556
DISCOVERED ASSET,,MON291,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,YES,OPEN,75.780320207450217
,,SSD495,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,86.051576658292220
,,SSD495,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,85.708083207224817
,,,CALGARY PARKS,CALGARY PARKS,MAP,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,34.614020755470868
,,MAH465,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,96.600569403917291
,,DRN560,PROVINCE OF ALBERTA,PROVINCE OF ALBERTA,FISH CREEK PARK,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,10.718074524800745
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,217.369627134784309
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,7.732545641705932
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,9.822590385126194
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,44.851013589334023
SILVERADO 1,,SVO701,OUTSIDE AGENCY,OUTSIDE AGENCY,SILVERADO RESIDENTS ASSOCIATION OWNS AND MAINTAINS,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,18.633663101908670
,,WAL302,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,121.652444038517345
PART OF STREETS OBLIGATION;  REGIONAL PATHWAYS - OFFSITE (210 AVE SE),,WAL302,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,46.644051871930564
PART OF STREETS OBLIGATION;  REGIONAL PATHWAYS - OFFSITE (210 AVE SE),,LEG302,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,39.978225477452156
PART OF STREETS OBLIGATION;  REGIONAL PATHWAYS - OFFSITE (210 AVE SE),,LEG301,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,43.407322675068599
,,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,85.254034782524400
,,THO762,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,5.131233493942614
,,CGR226,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,143.274783607017525
,,CNS007,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,34.819460738268965
,,MRT323,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,12.041526615122505
,,CAN342,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,52.363063298211394
,,CAN342,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,65.754266159648310
,,ERI837,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,52.863335941689201
,,MRT323,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,30.150237265718086
,,MRT312,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.878961344991831
,,RIC700,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,17.400846332695604
,,CRA136,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,14.875653511459301
DA-2017-0008,,SET678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,103.338139005229834
DEV AGR 2010-045 PARKS,,DDG049,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,134.291380742368688
,,COU678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,CONCRETE,,,,,NO,NO,OPEN,38.260446849782568
,,OAK066,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,67.461389157462676
,,MCT800,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,17.175720934293679
,,EVE110,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,38.430712398317517
,,SPH988,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,45.357931665103003
,,MCT800,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,24.465214970427702
,,BRD852,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,23.057337622731072
,,SIL245,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,15.526505696540942
,,FAL089,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,20.578844116190950
,,WES678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,12.648130032593027
,,MCT833,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,26.323130011002561
,,ARB963,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,24.941370108556107
,,ARB963,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,51.306816637865595
