asset_clas,location_d,asset_cd,maintained,steward,maint_info,life_cycle,mgmt_num,asset_type,material,priority,who_remove,seg_label,comments,trans_cana,greenway,operationa,Shape_Length
PATHWAYS BUILT BY TI: ALIGNMENT TO BE CONFIRMED AT FAC,,ING011,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,20.362880508402988
,,ASP505,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,136.088401557977335
,,SKR004,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,87.174300414071254
,,SKR004,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,85.216591339533906
,,SKR401,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,87.862772186848332
,,DIS103,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,3.039047705243146
,,ARB582,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,30.185163064157734
TI PROJECT,,OGD801,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,77.916801714305706
,,COL426,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,69.782504133388883
,,COL426,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,92.471900768794413
TI PROJECT,,OGD801,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,77.916780621502213
TI PROJECT,,OGD208,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,77.492593916063996
,,COL426,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,34.577718450665145
,,COU758,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,35.946148662729783
,,SIL245,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,30.971357965732441
,,SAD336,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,127.029931732799554
CMLC PROJECT,,DNE200,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,13.929573635532943
,,ROY001,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,80.352103523473943
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,82.839878286746085
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,84.666041098186199
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,46.397146826605450
,,SCE153,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.215902118059802
,,SCE153,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,82.883757921487714
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,112.063377262588830
,,SIL251,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,115.375176606723443
,,SIL251,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,115.375186412432342
,,SIL251,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,114.914569069244550
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,112.063345014169926
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.615958055181878
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,112.063301066143126
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.616059090120146
,,CHV960,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,15.611440499776386
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.616032281695439
,,HUN718,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.170402956327408
,,TUS603,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,33.404042821694119
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,95.315708945286929
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,94.935243978900431
,,TUS603,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,35.116561052847516
,,COU799,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,28.962282210256447
,,COU012,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,78.483248462038986
,,COU799,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,109.229950108323081
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,7.186511173600172
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,4.444487036286917
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,4.574214747923913
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,102.888312831837695
,,HID413,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,81.821517500508634
,,HID413,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,81.494830340177856
,,SUN678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,107.728344521335117
,,SUN678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,107.298214249731473
,,MAH050,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,58.363331750871232
,,MAH050,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,37.221228150677724
,,PAN457,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,117.060018914226092
,,SKR016,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,27.061694351400796
,,SKR016,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,37.819452721150682
,,SKR017,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,71.176340038366320
,,SKR007,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,103.202363417807987
,,SKR007,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,36.512525701611985
,,SKR007,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,46.380327802658599
,,COR355,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,86.812273731445160
,,SVO862,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,26.965509835140548
,,TUS615,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,42.021598715330896
,,BRA083,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,57.093458031002534
,,SVO862,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,25.006196893560663
2019/05/16: FAC DOC CANNOT BE LOCATED BY H HIRBER AT UDO: SEE R:\Subdivision_Development\Urban_Development_Documents\2006\2006-051 FOR SUBSTITUTE DOCS,,WSP032,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,137.526341961652236
,,MCK587,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,19.671903786336916
,,SHN386,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.097602042989493
,,MCK725,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,38.773547119262638
,,MCK587,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,109.810190291497534
,,MCK579,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,10.848539967159414
,,MCK579,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,53.078056560856375
,,MCK559,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,30.512026475958972
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,29.157239688814489
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,51.750501404260341
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,26.404406044814099
2017/11/22: NO DOCS OR RESPONSE FROM PARK PLANNING FOR FAC; PROJECT MANAGER D BINNS. PATHWAYS GAVE AUTORIZATION TO FAC. SEE REPOSITORY R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\CONFEDERATION_PATHWAY FOR MORE INFO.,,CAP670,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,25.975150041282468
,,GPK701,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,84.467056022997909
,,GPK701,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,84.467054709482539
,,GPK701,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,84.129762973699641
,,LEG100,CALGARY PARKS,CALGARY PARKS,"2021/04/21: AS PER V ALLAN HE FEELS THIS THE DESIGN IS FOR ALL USERS, SO HE HAS NO PROBLEM ADDING THIS TO PATHWAYS INVENTORY",ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,30.260606252071291
CAPITAL PROJECT 2006,,HUN541,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,84.635998297534485
TI PROJECT,,OGD208,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,77.916794964762062
,,LEG022,CALGARY PARKS,CALGARY PARKS,"2021/04/21: AS PER V ALLAN HE FEELS THIS THE DESIGN IS FOR ALL USERS, SO HE HAS NO PROBLEM ADDING THIS TO PATHWAYS INVENTORY",ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,19.804021555436901
,,SHN386,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,99.671592831977776
,,SHN314,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,80.783818374996827
,,MCK702,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,81.478205935784956
,,WBN421,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,52.078914919448962
,,MCK718,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,111.772540367062845
,,WHI004,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,38.621128287747851
,,ROY009,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,49.480083427269989
,,ROY638,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,28.109041125087057
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,89.440121163145804
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,44.219366325520745
,,HUN631,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,27.848727845517836
,,BED541,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,88.148023882735373
,,SNA178,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,83.447163656427250
,,MCK579,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,26.629985843806313
,,MCK635,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,88.204515744647907
,,MCK635,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,CONCRETE,,,,,NO,NO,OPEN,9.826686667249465
,,MLR678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,16.800290241825142
,,09H823,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,94.719870774213263
,,EDG122,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,119.650122427371002
,,EDG122,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,119.172511550038337
,,OGD792,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,91.582449242949281
,,SHW829,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,60.619008470593378
,,OGD792,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,91.216829490813694
,,09H862,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,108.358485631104017
,,09H862,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,107.527739958844805
PARKS FOUNDATION / GREENWAY PROJECT,,SIG999,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,94.773257679349854
PARKS FOUNDATION / GREENWAY PROJECT,,SIG999,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,93.339104108599201
ROADS COMPLETE STREETS PROGRAM - 52 ST  SE ROAD TWINNING,,SFH211,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,76.953166561044412
ROADS COMPLETE STREETS PROGRAM - 52 ST  SE ROAD TWINNING,,SFH211,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,76.645869513110426
,,SHW829,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,53.647127848923681
,,SHW829,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,73.322966615651012
,,PAN678,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,32.098092248745338
,,PAN060,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,7.467869910014631
,,PAN077,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,81.062696490907754
,,SHN391,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,86.454961653646151
,,SKR007,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,25.315256889038427
,,SHN443,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.653348747389501
,,SHN443,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.251535842520369
,,SHN391,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,86.109754764495577
,,SHN386,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,100.071002461225575
,,SOM646,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,113.839593042184276
,,SOM646,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,113.385136311849209
,,SOM646,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,85.769927113407306
,,SOM646,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,85.427590349094473
,,OAK075,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,9.125090436550442
,,OAK075,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,11.520981375203538
,,OAK075,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,13.001171838087373
,,OAK080,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,23.171847219559620
,,RAN033,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,91.536244778084850
,,SOW207,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,89.764169149654521
,,RAN033,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,115.787846811388732
,,RAN033,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,91.903189850756362
,,HAW135,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,120.122648268185060
,,HAW135,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,119.643134267119606
,,SOM651,CALGARY PARKS,CALGARY PARKS,2019/10/31: CHANGED FROM CLASS A TO CLASS B; MAINTENANCE AGREEMENT ENDED 2019/10/31 AS PER J MERRIMAN,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,12.143036173134659
DISCOVERED ASSET,,SOM651,CALGARY PARKS,CALGARY PARKS,2019/10/31: CHANGED FROM CLASS A TO CLASS B; MAINTENANCE AGREEMENT ENDED 2019/10/31 AS PER J MERRIMAN,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,5.391412083450014
DISCOVERED ASSET,,SOM651,CALGARY PARKS,CALGARY PARKS,2019/10/31: CHANGED FROM CLASS A TO CLASS B; MAINTENANCE AGREEMENT ENDED 2019/10/31 AS PER J MERRIMAN,ACTIVE,0.000000000000000,LOCAL,ASPHALT,,,,,NO,NO,OPEN,4.266119446389657
,,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,YES,NO,OPEN,112.506631787119105
,,BLN011,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,75.957348226657118
,,BLN011,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,75.957343202236871
,,BLN011,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,75.654158594478602
,,STR809,CALGARY PARKS,CALGARY PARKS,,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,NO,OPEN,119.137310377590978
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,79.813895817939041
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,80.454965157132349
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,80.133851930598397
PARKS FOUNDATION EAST CALGARY GREENWAY PROJECT,,MOR001,CALGARY PARKS,CALGARY PARKS,CCC/FACD WITH PH 2,ACTIVE,0.000000000000000,REGIONAL,ASPHALT,,,,,NO,YES,OPEN,80.133803354860461
