CTUID,DGUID,CTNAME,LANDAREA,PRUID,Shape_Length,Shape_Area,CTNAME_1,Total___Population_aged_15_year,Median_amount____,Average_amount____,Population__2021,Total_private_dwellings__2021,Land_area_in_square_kilometres_,Population_density_per_square_k,ObjectID,Median_Income,Pop_density_sqkm,Population,Total_Private_Dwellings,Average_Income
8250075.02,2021S05078250075.02,0075.02,1.244100000000000,48,5147.625944219799749,1243831.409146294463426,0075.02,3320,34400,38720,4248.000000000000000,1913.000000000000000,1.240000000000000,3414.500000000000000,229,34400,3414,4248,1913,38720
8250076.04,2021S05078250076.04,0076.04,1.501100000000000,48,7053.537061493272631,1500842.723100425908342,0076.04,3075,36400,40560,3914.000000000000000,1659.000000000000000,1.500000000000000,2607.400000000000091,233,36400,2607,3914,1659,40560
8250076.05,2021S05078250076.05,0076.05,1.165500000000000,48,5261.564520694767452,1165278.641846783692017,0076.05,2515,36000,41480,3256.000000000000000,1365.000000000000000,1.170000000000000,2793.699999999999818,234,36000,2794,3256,1365,41480
8250076.06,2021S05078250076.06,0076.06,1.092600000000000,48,4909.158658006039332,1092378.584640959510580,0076.06,3350,36800,42480,4382.000000000000000,1719.000000000000000,1.090000000000000,4010.599999999999909,235,36800,4011,4382,1719,42480
8250077.01,2021S05078250077.01,0077.01,1.451100000000000,48,5151.017328454693597,1450798.101314646424726,0077.01,1850,40400,56900,2428.000000000000000,960.000000000000000,1.450000000000000,1673.200000000000045,259,40400,1673,2428,960,56900
8250077.02,2021S05078250077.02,0077.02,1.870200000000000,48,5455.531525509350104,1869836.405637758318335,0077.02,4355,35600,43760,5547.000000000000000,2454.000000000000000,1.870000000000000,2966.000000000000000,260,35600,2966,5547,2454,43760
8250077.03,2021S05078250077.03,0077.03,1.470200000000000,48,4871.998584857679816,1469948.989349375478923,0077.03,2475,42000,51700,3070.000000000000000,1191.000000000000000,1.470000000000000,2088.199999999999818,261,42000,2088,3070,1191,51700
8250052.1,2021S05078250052.10,0052.10,1.369100000000000,48,6475.039500701919678,1372059.053709672531113,0052.10,3665,44800,51500,4806.000000000000000,1884.000000000000000,1.370000000000000,3510.300000000000182,201,44800,3510,4806,1884,51500
8250001.1,2021S05078250001.10,0001.10,2.679700000000000,48,7800.822721180225926,2753872.089390755631030,0001.10,2170,42400,53050,2669.000000000000000,1064.000000000000000,2.680000000000000,996.000000000000000,10,42400,996,2669,1064,53050
8250001.11,2021S05078250001.11,0001.11,7.921100000000000,48,19642.813534775919834,8998233.138950098305941,0001.11,3675,39200,45960,4864.000000000000000,1925.000000000000000,7.920000000000000,614.100000000000023,11,39200,614,4864,1925,45960
8250001.13,2021S05078250001.13,0001.13,1.422700000000000,48,5797.857131083099375,1452438.153919769451022,0001.13,3545,41600,49120,4476.000000000000000,1746.000000000000000,1.420000000000000,3146.099999999999909,12,41600,3146,4476,1746,49120
8250002.02,2021S05078250002.02,0002.02,30.754200000000001,48,28704.808215898759954,32020993.654567740857601,0002.02,5390,36000,38440,7245.000000000000000,2575.000000000000000,30.750000000000000,235.599999999999994,38,36000,236,7245,2575,38440
8250017.01,2021S05078250017.01,0017.01,1.744900000000000,48,5909.364331654288435,1744558.735833458602428,0017.01,3865,38800,47160,5133.000000000000000,2173.000000000000000,1.740000000000000,2941.699999999999818,88,38800,2942,5133,2173,47160
8250033.01,2021S05078250033.01,0033.01,2.080000000000000,48,9508.843510861877803,2424966.947701463475823,0033.01,2655,37600,42880,3168.000000000000000,1523.000000000000000,2.080000000000000,1523.099999999999909,114,37600,1523,3168,1523,42880
8250033.02,2021S05078250033.02,0033.02,7.805100000000000,48,15271.289012534543872,8046248.889232110232115,0033.02,4205,36000,40000,5316.000000000000000,2405.000000000000000,7.810000000000000,681.100000000000023,115,36000,681,5316,2405,40000
8250038.15,2021S05078250038.15,0038.15,1.293100000000000,48,7002.946193096026946,1292890.483415159629658,0038.15,4470,32400,36240,6021.000000000000000,2096.000000000000000,1.290000000000000,4656.300000000000182,134,32400,4656,6021,2096,36240
8250038.17,2021S05078250038.17,0038.17,1.426400000000000,48,5399.640864395852986,1426075.347199085168540,0038.17,4305,33200,35480,6039.000000000000000,2096.000000000000000,1.430000000000000,4233.699999999999818,135,33200,4234,6039,2096,35480
8250038.18,2021S05078250038.18,0038.18,1.232800000000000,48,4594.528622785439438,1232514.084089591633528,0038.18,4555,31800,34680,6127.000000000000000,2004.000000000000000,1.230000000000000,4970.000000000000000,136,31800,4970,6127,2004,34680
8250046.01,2021S05078250046.01,0046.01,0.5703,48,3447.771660041170435,570179.981865738402121,0046.01,6290,38000,47520,7333.000000000000000,4874.000000000000000,0.57,12858.100000000000364,170,38000,12858,7333,4874,47520
8250046.02,2021S05078250046.02,0046.02,1.742300000000000,48,5690.985415971087605,1758903.938236906193197,0046.02,3845,39200,60150,4579.000000000000000,2663.000000000000000,1.740000000000000,2628.099999999999909,171,39200,2628,4579,2663,60150
8250049.01,2021S05078250049.01,0049.01,3.312300000000000,48,12620.333756149806504,3510873.126909416168928,0049.01,3310,44400,58850,4195.000000000000000,1778.000000000000000,3.310000000000000,1266.500000000000000,174,44400,1266,4195,1778,58850
8250050.01,2021S05078250050.01,0050.01,1.715200000000000,48,6572.401860710343499,1747398.295003877021372,0050.01,3120,36000,42160,3998.000000000000000,1927.000000000000000,1.720000000000000,2330.900000000000091,179,36000,2331,3998,1927,42160
8250077.04,2021S05078250077.04,0077.04,1.467300000000000,48,6154.378058410186895,1467023.321313175372779,0077.04,3900,36800,42040,5087.000000000000000,2176.000000000000000,1.470000000000000,3466.900000000000091,262,36800,3467,5087,2176,42040
8250077.06,2021S05078250077.06,0077.06,2.323600000000000,48,5956.561195670551569,2323144.376402024179697,0077.06,3280,44000,60950,4208.000000000000000,1583.000000000000000,2.320000000000000,1811.000000000000000,263,44000,1811,4208,1583,60950
8250052.11,2021S05078250052.11,0052.11,2.431700000000000,48,7391.098623696876530,2431248.794951373711228,0052.11,3590,51600,63650,5087.000000000000000,1633.000000000000000,2.430000000000000,2092.000000000000000,202,51600,2092,5087,1633,63650
8250052.12,2021S05078250052.12,0052.12,9.436000000000000,48,26458.468042771841283,9617218.732354277744889,0052.12,2870,52800,78800,4048.000000000000000,1231.000000000000000,9.440000000000000,429.000000000000000,203,52800,429,4048,1231,78800
8250002.17,2021S05078250002.17,0002.17,0.7901,48,3960.115636703270411,861517.835641947458498,0002.17,1830,44800,51800,2525.000000000000000,1014.000000000000000,0.79,3195.800000000000182,49,44800,3196,2525,1014,51800
8250002.18,2021S05078250002.18,0002.18,1.706100000000000,48,6087.102478204854378,1899527.658220803365111,0002.18,4940,48800,54800,6690.000000000000000,2642.000000000000000,1.710000000000000,3921.199999999999818,50,48800,3921,6690,2642,54800
8250002.22,2021S05078250002.22,0002.22,2.468700000000000,48,9299.500710431522748,2509164.534872219897807,0002.22,3870,44400,54650,5060.000000000000000,1896.000000000000000,2.470000000000000,2049.699999999999818,51,44400,2050,5060,1896,54650
8250076.23,2021S05078250076.23,0076.23,0.9104,48,4078.567291706393917,910284.134499236708507,0076.23,3295,40800,45160,4629.000000000000000,1459.000000000000000,0.91,5084.600000000000364,242,40800,5085,4629,1459,45160
8250076.24,2021S05078250076.24,0076.24,1.501800000000000,48,5339.565257573146482,1501484.919427763437852,0076.24,4120,38800,43160,5502.000000000000000,1836.000000000000000,1.500000000000000,3663.599999999999909,243,38800,3664,5502,1836,43160
8250077.25,2021S05078250077.25,0077.25,6.663700000000000,48,11551.122541410484700,6704483.452522150240839,0077.25,4350,43600,55400,5891.000000000000000,2218.000000000000000,6.660000000000000,884.000000000000000,274,43600,884,5891,2218,55400
8250077.26,2021S05078250077.26,0077.26,1.868700000000000,48,6123.882844902524084,1888488.794155306182802,0077.26,4275,42000,53600,5705.000000000000000,1885.000000000000000,1.870000000000000,3052.900000000000091,275,42000,3053,5705,1885,53600
8250077.27,2021S05078250077.27,0077.27,1.306700000000000,48,5962.186062072363711,1306428.074134218739346,0077.27,3475,41600,49240,4358.000000000000000,1812.000000000000000,1.310000000000000,3335.099999999999909,276,41600,3335,4358,1812,49240
8250077.28,2021S05078250077.28,0077.28,1.415700000000000,48,5435.964357488451242,1433407.641218276927248,0077.28,3020,45600,64500,4061.000000000000000,1286.000000000000000,1.420000000000000,2868.500000000000000,277,45600,2868,4061,1286,64500
8250077.3,2021S05078250077.30,0077.30,1.917400000000000,48,6249.783507092918626,1917025.500379323726520,0077.30,3885,43200,53950,5695.000000000000000,1720.000000000000000,1.920000000000000,2970.199999999999818,278,43200,2970,5695,1720,53950
8250077.31,2021S05078250077.31,0077.31,2.002500000000000,48,7255.738577766765957,2002108.234095358755440,0077.31,2785,38800,66300,3272.000000000000000,1113.000000000000000,2.000000000000000,1634.000000000000000,279,38800,1634,3272,1113,66300
8250077.32,2021S05078250077.32,0077.32,1.708200000000000,48,6438.039700869784610,1707852.359358394285664,0077.32,3410,35600,49240,4070.000000000000000,1384.000000000000000,1.710000000000000,2382.599999999999909,280,35600,2383,4070,1384,49240
8250050.12,2021S05078250050.12,0050.12,3.799100000000000,48,7794.356976266178208,3798401.844859185628593,0050.12,4860,46800,73600,6602.000000000000000,2233.000000000000000,3.800000000000000,1737.799999999999955,182,46800,1738,6602,2233,73600
8250050.13,2021S05078250050.13,0050.13,2.972300000000000,48,7321.369617270373965,2971721.236319237854332,0050.13,2340,45600,71600,3311.000000000000000,1134.000000000000000,9.970000000000001,1114.000000000000000,183,45600,1114,3311,1134,71600
8250050.14,2021S05078250050.14,0050.14,3.482200000000000,48,8545.646764729306597,3556067.470181551761925,0050.14,3340,48000,84800,4256.000000000000000,1678.000000000000000,3.480000000000000,1222.200000000000045,184,48000,1222,4256,1678,84800
8250001.17,2021S05078250001.17,0001.17,2.651500000000000,48,8127.812657302724801,2672165.806897908449173,0001.17,3475,45600,61950,4273.000000000000000,1630.000000000000000,2.650000000000000,1611.500000000000000,14,45600,1612,4273,1630,61950
8250001.14,2021S05078250001.14,0001.14,2.003900000000000,48,8049.450011123530203,2033945.756648070644587,0001.14,1995,48000,68900,2449.000000000000000,1054.000000000000000,2.000000000000000,1222.099999999999909,13,48000,1222,2449,1054,68900
8250050.15,2021S05078250050.15,0050.15,2.621000000000000,48,6518.801666846896296,2620516.299768195021898,0050.15,2375,55600,90100,3573.000000000000000,1127.000000000000000,2.620000000000000,1363.200000000000045,185,55600,1363,3573,1127,90100
8250050.16,2021S05078250050.16,0050.16,2.670900000000000,48,6544.030011467917575,2670399.109663047362119,0050.16,3840,53200,73400,5568.000000000000000,1945.000000000000000,2.670000000000000,2084.699999999999818,186,53200,2085,5568,1945,73400
8250022.01,2021S05078250022.01,0022.01,2.085600000000000,48,7853.688066009090107,2085160.728437161073089,0022.01,3605,56400,85400,5069.000000000000000,2243.000000000000000,2.090000000000000,2430.500000000000000,99,56400,2430,5069,2243,85400
8250022.02,2021S05078250022.02,0022.02,1.880300000000000,48,6463.549631491399850,1879941.207551576895639,0022.02,2325,43200,56200,3290.000000000000000,1700.000000000000000,1.880000000000000,1749.700000000000045,100,43200,1750,3290,1700,56200
8250031.01,2021S05078250031.01,0031.01,0.7961,48,5144.973851263262986,795920.342327786143869,0031.01,4760,45600,54600,5244.000000000000000,3826.000000000000000,0.8,6587.100000000000364,111,45600,6587,5244,3826,54600
8250031.02,2021S05078250031.02,0031.02,0.4748,48,3698.571640549797394,479986.646051644522231,0031.02,4130,46800,66000,4558.000000000000000,3454.000000000000000,0.47,9599.799999999999272,112,46800,9600,4558,3454,66000
8250045.01,2021S05078250045.01,0045.01,0.1939,48,1766.410209849966122,193831.063188442582032,0045.01,3045,36800,42920,3471.000000000000000,2333.000000000000000,0.19,17901.000000000000000,168,36800,17901,3471,2333,42920
8250045.02,2021S05078250045.02,0045.02,0.3929,48,2552.438683219742870,392774.144896402023733,0045.02,5685,44400,53950,6252.000000000000000,4424.000000000000000,0.39,15912.399999999999636,169,44400,15912,6252,4424,53950
8250001.4,2021S05078250001.40,0001.40,0.3769,48,3388.194182238153189,431850.493760560115334,0001.40,1805,34000,38160,2169.000000000000000,1114.000000000000000,0.38,5754.800000000000182,27,34000,5755,2169,1114,38160
8250001.41,2021S05078250001.41,0001.41,1.468600000000000,48,6374.593423833524866,1474712.569436677265912,0001.41,1985,42000,56900,2730.000000000000000,848.000000000000000,1.470000000000000,1858.900000000000091,28,42000,1859,2730,848,56900
8250001.42,2021S05078250001.42,0001.42,9.992000000000001,48,15511.663289266823995,10195888.858964795246720,0001.42,5025,46000,51040,6933.000000000000000,2436.000000000000000,9.990000000000000,693.899999999999977,29,46000,694,6933,2436,51040
8250001.43,2021S05078250001.43,0001.43,1.040100000000000,48,6366.446049097730793,1053228.011924494523555,0001.43,3585,42000,55250,5036.000000000000000,1446.000000000000000,1.040000000000000,4841.800000000000182,30,42000,4842,5036,1446,55250
8250001.44,2021S05078250001.44,0001.44,0.5747,48,3482.141443650324163,592371.533326463890262,0001.44,1930,42400,51650,2662.000000000000000,802.000000000000000,0.57,4632.000000000000000,31,42400,4632,2662,802,51650
8250038.35,2021S05078250038.35,0038.35,32.238700000000001,48,44823.486705863659154,33840483.583923451602459,0038.35,6775,34800,38520,10067.000000000000000,2685.000000000000000,32.240000000000002,312.300000000000011,146,34800,312,10067,2685,38520
8250038.36,2021S05078250038.36,0038.36,10.603600000000000,48,15424.720527926187060,11422339.929827881976962,0038.36,8870,37600,40240,13230.000000000000000,3757.000000000000000,10.600000000000000,1247.700000000000045,147,37600,1248,13230,3757,40240
8250038.37,2021S05078250038.37,0038.37,0.7778,48,4447.890425827834406,815953.883283636998385,0038.37,4870,38000,40680,6647.000000000000000,2700.000000000000000,0.78,8545.899999999999636,148,38000,8546,6647,2700,40680
8250038.38,2021S05078250038.38,0038.38,0.8414,48,3957.185257464780079,917445.695022793603130,0038.38,5305,36800,40040,7414.000000000000000,2401.000000000000000,0.84,8811.500000000000000,149,36800,8812,7414,2401,40040
8250038.39,2021S05078250038.39,0038.39,0.5141,48,3207.749665117918994,567173.308410140336491,0038.39,2620,30400,33520,3651.000000000000000,876.000000000000000,0.51,7101.699999999999818,150,30400,7102,3651,876,33520
8250038.4,2021S05078250038.40,0038.40,0.4363,48,3341.788684587108946,469745.525405824766494,0038.40,3330,30600,34640,4671.000000000000000,1236.000000000000000,0.44,10705.899999999999636,151,30600,10706,4671,1236,34640
8250038.41,2021S05078250038.41,0038.41,0.8878,48,4791.494378245221014,913722.494499769876711,0038.41,2630,33600,36360,3859.000000000000000,1061.000000000000000,0.89,4346.699999999999818,152,33600,4347,3859,1061,36360
8250038.42,2021S05078250038.42,0038.42,0.5165,48,3159.425055802077623,627146.912383442278951,0038.42,2690,31800,35600,3674.000000000000000,926.000000000000000,0.52,7113.300000000000182,153,31800,7113,3674,926,35600
8250038.43,2021S05078250038.43,0038.43,0.7,48,3945.316431188765819,749298.792775182751939,0038.43,3565,32800,36520,4968.000000000000000,1362.000000000000000,0.7,7097.100000000000364,154,32800,7097,4968,1362,36520
8250038.44,2021S05078250038.44,0038.44,0.5097,48,3446.615463789333717,534480.875699243042618,0038.44,2980,29600,33880,4273.000000000000000,1109.000000000000000,0.51,8383.399999999999636,155,29600,8383,4273,1109,33880
8250038.45,2021S05078250038.45,0038.45,0.6802,48,4375.211122757855264,703389.042975408956409,0038.45,3110,32000,35280,4272.000000000000000,1248.000000000000000,0.68,6280.500000000000000,156,32000,6280,4272,1248,35280
8250038.46,2021S05078250038.46,0038.46,0.5493,48,3463.825552270557182,570276.733701914083213,0038.46,2890,32400,35480,4210.000000000000000,1133.000000000000000,0.55,7664.300000000000182,157,32400,7664,4210,1133,35480
8250038.47,2021S05078250038.47,0038.47,2.690600000000000,48,9878.534490756312152,2835966.328305925708264,0038.47,3545,31800,35960,4980.000000000000000,1238.000000000000000,2.690000000000000,1850.900000000000091,158,31800,1851,4980,1238,35960
8250076.25,2021S05078250076.25,0076.25,1.098500000000000,48,6857.676034889213952,1098258.308178529143333,0076.25,2620,47200,54450,3851.000000000000000,1203.000000000000000,1.100000000000000,3505.699999999999818,244,47200,3506,3851,1203,54450
8250076.26,2021S05078250076.26,0076.26,1.611200000000000,48,6468.695209275913840,1610842.610314433462918,0076.26,4840,48000,53800,7336.000000000000000,2390.000000000000000,1.610000000000000,4553.100000000000364,245,48000,4553,7336,2390,53800
8250076.27,2021S05078250076.27,0076.27,1.159600000000000,48,5293.530111159690023,1159395.468087972141802,0076.27,2920,42400,49360,4315.000000000000000,1305.000000000000000,1.160000000000000,3721.099999999999909,246,42400,3721,4315,1305,49360
8250076.28,2021S05078250076.28,0076.28,0.838,48,4324.807321944606883,837787.463230091612786,0076.28,2335,48800,52900,3713.000000000000000,1124.000000000000000,0.84,4430.800000000000182,247,48800,4431,3713,1124,52900
8250076.29,2021S05078250076.29,0076.29,1.537800000000000,48,5114.766694430464668,1537542.617815112229437,0076.29,2035,45200,50520,2920.000000000000000,954.000000000000000,1.540000000000000,1898.799999999999955,248,45200,1899,2920,954,50520
8250076.3,2021S05078250076.30,0076.30,1.508500000000000,48,5745.036125992989582,1508187.080272827995941,0076.30,5175,38400,43840,7253.000000000000000,2609.000000000000000,1.510000000000000,4808.100000000000364,249,38400,4808,7253,2609,43840
8250076.31,2021S05078250076.31,0076.31,2.064800000000000,48,6734.158664471395241,2064343.433676500571892,0076.31,5020,38400,50400,6906.000000000000000,2040.000000000000000,2.060000000000000,3344.599999999999909,250,38400,3345,6906,2040,50400
8250076.32,2021S05078250076.32,0076.32,0.6654,48,3219.968805529092151,665273.468346534296870,0076.32,2845,34800,43480,3857.000000000000000,1063.000000000000000,0.67,5796.500000000000000,251,34800,5796,3857,1063,43480
8250076.33,2021S05078250076.33,0076.33,0.9068,48,6831.480802198931087,906580.622569724568166,0076.33,3130,35600,45520,4164.000000000000000,1406.000000000000000,0.91,4592.000000000000000,252,35600,4592,4164,1406,45520
8250002.24,2021S05078250002.24,0002.24,0.8511,48,4695.439880934832217,850938.543601038749330,0002.24,3035,40800,45920,3930.000000000000000,1757.000000000000000,0.85,4617.600000000000364,52,40800,4618,3930,1757,45920
8250002.25,2021S05078250002.25,0002.25,1.176500000000000,48,5351.319162464350484,1190994.861847196472809,0002.25,3425,45600,52000,4612.000000000000000,1729.000000000000000,1.180000000000000,3920.099999999999909,53,45600,3920,4612,1729,52000
8250002.26,2021S05078250002.26,0002.26,1.018900000000000,48,5265.760493426435460,1039175.506282737595029,0002.26,2415,49200,55450,3596.000000000000000,1153.000000000000000,1.020000000000000,3529.300000000000182,54,49200,3529,3596,1153,55450
8250002.27,2021S05078250002.27,0002.27,0.8613,48,4301.085205813222274,952875.727907247608528,0002.27,2860,48400,54400,4219.000000000000000,1258.000000000000000,0.86,4898.399999999999636,55,48400,4898,4219,1258,54400
8250002.28,2021S05078250002.28,0002.28,0.7277,48,7019.014182390389578,821159.388343240832910,0002.28,3805,46800,50120,5233.000000000000000,1906.000000000000000,0.73,7191.199999999999818,56,46800,7191,5233,1906,50120
8250002.29,2021S05078250002.29,0002.29,1.215900000000000,48,6188.731615820043771,1581565.972683663247153,0002.29,3175,46800,50240,4471.000000000000000,1738.000000000000000,1.220000000000000,3677.099999999999909,57,46800,3677,4471,1738,50240
8250002.3,2021S05078250002.30,0002.30,1.224700000000000,48,4937.728526393302673,1341287.589122567558661,0002.30,3580,47200,50880,5101.000000000000000,1707.000000000000000,1.220000000000000,4165.100000000000364,58,47200,4165,5101,1707,50880
8250002.31,2021S05078250002.31,0002.31,1.916700000000000,48,6337.803306831302507,2319705.846943484153599,0002.31,3130,45600,50040,4380.000000000000000,1664.000000000000000,1.920000000000000,2285.199999999999818,59,45600,2285,4380,1664,50040
8250002.32,2021S05078250002.32,0002.32,1.082400000000000,48,7634.226074226458877,1139913.852641611360013,0002.32,2390,50000,54950,3495.000000000000000,1183.000000000000000,1.080000000000000,3228.900000000000091,60,50000,3229,3495,1183,54950
8250002.33,2021S05078250002.33,0002.33,0.831,48,5492.934448210350638,872765.167640701052733,0002.33,1815,56000,60050,2938.000000000000000,876.000000000000000,0.83,3535.500000000000000,61,56000,3536,2938,876,60050
8250002.34,2021S05078250002.34,0002.34,1.348900000000000,48,4811.248998662271333,1357866.276406266726553,0002.34,3145,59200,73400,5009.000000000000000,1384.000000000000000,1.350000000000000,3713.400000000000091,62,59200,3713,5009,1384,73400
8250002.35,2021S05078250002.35,0002.35,0.6301,48,3259.052295180293640,629976.083548423368484,0002.35,2550,47200,52850,3409.000000000000000,1530.000000000000000,0.63,5410.300000000000182,63,47200,5410,3409,1530,52850
8250002.36,2021S05078250002.36,0002.36,0.5047,48,3614.574176244872433,508717.348744428367354,0002.36,2415,46400,51080,3445.000000000000000,1405.000000000000000,0.5,6825.800000000000182,64,46400,6826,3445,1405,51080
8250002.37,2021S05078250002.37,0002.37,1.165600000000000,48,6146.196241105963963,1283948.429093812825158,0002.37,2250,56400,59550,3317.000000000000000,1129.000000000000000,1.170000000000000,2845.699999999999818,65,56400,2846,3317,1129,59550
8250002.38,2021S05078250002.38,0002.38,20.021200000000000,48,21482.116971163919516,20848127.466017372906208,0002.38,10065,50000,60900,14189.000000000000000,5860.000000000000000,20.020000000000000,708.700000000000045,66,50000,709,14189,5860,60900
8250002.39,2021S05078250002.39,0002.39,1.836500000000000,48,6379.342746156182329,1836119.467159633990377,0002.39,4645,46800,55050,6662.000000000000000,2208.000000000000000,1.840000000000000,3627.599999999999909,67,46800,3628,6662,2208,55050
8250002.4,2021S05078250002.40,0002.40,3.914700000000000,48,8237.278682893096629,4041592.413197179790586,0002.40,6560,52400,61550,9200.000000000000000,3281.000000000000000,3.910000000000000,2350.099999999999909,68,52400,2350,9200,3281,61550
8250049.04,2021S05078250049.04,0049.04,1.229000000000000,48,6437.553712889582130,1228715.898133669514209,0049.04,2775,45600,56600,3383.000000000000000,1534.000000000000000,1.230000000000000,2752.599999999999909,175,45600,2753,3383,1534,56600
8250049.05,2021S05078250049.05,0049.05,2.080200000000000,48,8326.469323643968892,2079811.581589678768069,0049.05,3535,43600,87600,4169.000000000000000,2152.000000000000000,2.080000000000000,2004.099999999999909,176,43600,2004,4169,2152,87600
8250038.48,2021S05078250038.48,0038.48,0.6963,48,4980.208568764849588,734480.915512315928936,0038.48,3365,32000,35040,4533.000000000000000,1265.000000000000000,0.7,6510.100000000000364,159,32000,6510,4533,1265,35040
8250038.49,2021S05078250038.49,0038.49,0.9676,48,6080.150458862209234,1041577.792304779752158,0038.49,3315,32000,35440,4521.000000000000000,1309.000000000000000,0.97,4672.399999999999636,160,32000,4672,4521,1309,35440
8250076.34,2021S05078250076.34,0076.34,0.8152,48,6496.850836325599630,815061.138118452858180,0076.34,2845,37600,44080,3592.000000000000000,1306.000000000000000,0.82,4406.300000000000182,253,37600,4406,3592,1306,44080
8250001.22,2021S05078250001.22,0001.22,3.274300000000000,48,12787.519370618743778,3459116.720699699129909,0001.22,3260,42400,56350,4076.000000000000000,1432.000000000000000,3.270000000000000,1244.799999999999955,15,42400,1245,4076,1432,56350
8250001.23,2021S05078250001.23,0001.23,1.128100000000000,48,4704.360216642763589,1263422.924668483203277,0001.23,2360,42400,55550,3083.000000000000000,1035.000000000000000,1.130000000000000,2732.900000000000091,16,42400,2733,3083,1035,55550
8250002.04,2021S05078250002.04,0002.04,80.782899999999998,48,58306.055721566823195,87037869.447423398494720,0002.04,520,33200,39800,755.000000000000000,293.000000000000000,80.780000000000001,9.300000000000001,39,33200,9,755,293,39800
8250002.06,2021S05078250002.06,0002.06,2.133000000000000,48,8512.992020567020518,2467394.971720243804157,0002.06,3190,47600,59550,3830.000000000000000,1447.000000000000000,2.130000000000000,1795.599999999999909,40,47600,1796,3830,1447,59550
8250002.07,2021S05078250002.07,0002.07,2.104500000000000,48,7320.336542091396950,2456956.591073861811310,0002.07,3945,43200,50720,4680.000000000000000,1835.000000000000000,2.100000000000000,2223.800000000000182,41,43200,2224,4680,1835,50720
8250002.08,2021S05078250002.08,0002.08,1.585400000000000,48,5594.737669336334875,1585082.292615143815055,0002.08,3570,41600,47360,4347.000000000000000,1607.000000000000000,1.590000000000000,2741.900000000000091,42,41600,2742,4347,1607,47360
8250002.09,2021S05078250002.09,0002.09,1.116500000000000,48,4537.424085734255641,1256797.911163452081382,0002.09,2850,44800,56700,3626.000000000000000,1380.000000000000000,1.120000000000000,3247.599999999999909,43,44800,3248,3626,1380,56700
8250002.1,2021S05078250002.10,0002.10,1.828200000000000,48,5890.833779806696839,1827873.252978821052238,0002.10,2970,42000,57600,3999.000000000000000,1354.000000000000000,1.830000000000000,2187.400000000000091,44,42000,2187,3999,1354,57600
8250002.11,2021S05078250002.11,0002.11,2.350800000000000,48,8072.524570390031840,2654538.463028560392559,0002.11,3090,48400,63350,3775.000000000000000,1280.000000000000000,2.350000000000000,1605.799999999999955,45,48400,1606,3775,1280,63350
8250002.12,2021S05078250002.12,0002.12,0.563,48,3497.372425304117769,621774.792239889036864,0002.12,1515,44000,57650,1890.000000000000000,641.000000000000000,0.56,3357.000000000000000,46,44000,3357,1890,641,57650
8250038.2,2021S05078250038.20,0038.20,1.582200000000000,48,5653.368225322323269,1590891.710939561482519,0038.20,5345,33600,36320,6835.000000000000000,2424.000000000000000,1.580000000000000,4319.899999999999636,137,33600,4320,6835,2424,36320
8250038.21,2021S05078250038.21,0038.21,1.398600000000000,48,5368.620006547857884,1398299.390351630281657,0038.21,4205,32000,34320,5272.000000000000000,2414.000000000000000,1.400000000000000,3769.500000000000000,138,32000,3770,5272,2414,34320
8250038.22,2021S05078250038.22,0038.22,2.580900000000000,48,6515.370166410289130,2608026.163707573898137,0038.22,3865,31200,35920,4557.000000000000000,1531.000000000000000,2.580000000000000,1765.700000000000045,139,31200,1766,4557,1531,35920
8250038.23,2021S05078250038.23,0038.23,1.276900000000000,48,4913.936069610413142,1276684.435723964590579,0038.23,3710,32800,36720,5004.000000000000000,1903.000000000000000,1.280000000000000,3918.900000000000091,140,32800,3919,5004,1903,36720
8250038.24,2021S05078250038.24,0038.24,2.569500000000000,48,6494.521255662039039,2701631.668084932491183,0038.24,4330,32800,35920,5806.000000000000000,1681.000000000000000,2.570000000000000,2259.599999999999909,141,32800,2260,5806,1681,35920
8250038.25,2021S05078250038.25,0038.25,1.318300000000000,48,6720.152051223760282,1318012.765024159336463,0038.25,3725,32800,37240,4910.000000000000000,1694.000000000000000,1.320000000000000,3724.500000000000000,142,32800,3724,4910,1694,37240
8250017.03,2021S05078250017.03,0017.03,0.82,48,3611.996270058750724,819792.807378626661375,0017.03,2830,37200,43320,3485.000000000000000,1892.000000000000000,0.82,4250.000000000000000,89,37200,4250,3485,1892,43320
8250017.04,2021S05078250017.04,0017.04,2.088900000000000,48,7066.672898247002195,2088527.985885711153969,0017.04,3815,42400,52250,4512.000000000000000,2007.000000000000000,2.090000000000000,2160.000000000000000,90,42400,2160,4512,2007,52250
8250017.05,2021S05078250017.05,0017.05,1.721100000000000,48,9911.416916170588593,1720783.851250701583922,0017.05,2955,39600,57900,3541.000000000000000,1374.000000000000000,1.720000000000000,2057.400000000000091,91,39600,2057,3541,1374,57900
8250017.06,2021S05078250017.06,0017.06,1.659600000000000,48,5945.657449246042233,1659302.007848657900468,0017.06,4090,42000,61300,5240.000000000000000,1851.000000000000000,1.660000000000000,3157.400000000000091,92,42000,3157,5240,1851,61300
8250038.27,2021S05078250038.27,0038.27,1.619200000000000,48,5384.623664761695181,1800747.027367838425562,0038.27,4645,31400,36680,5718.000000000000000,1530.000000000000000,1.620000000000000,3531.400000000000091,143,31400,3531,5718,1530,36680
