asset_type,material,number_cou,Shape_Length,Shape_Area
SOCCER,MOWED TURF,,333.281581750429382,6641.493152945069596
TENNIS,ASPHALT,1,104.798871409327688,584.653576245309750
SOCCER,MOWED TURF,,316.364002138325304,5950.068826246800199
SOCCER,MOWED TURF,,310.616250533506786,5762.305220459785232
SOCCER,MOWED TURF,,330.315218546124868,6504.117653773029815
SOCCER,MOWED TURF,,345.351973882159939,7229.961258910803735
TENNIS,ASPHALT,1,102.893336925963084,569.207066802719396
SOCCER,MOWED TURF,,328.391706526942073,6655.579500578531224
TENNIS,ASPHALT,1,107.210126930998570,621.267742572416751
BALL DIAMOND INFIELD,RED SHALE,,151.306488261955508,1725.186626690303228
SOCCER,MOWED TURF,,302.123795519966961,5447.693233351955314
BALL DIAMOND DUGOUT,RED SHALE,,15.117334325259741,9.858926501173960
BALL DIAMOND DUGOUT,RED SHALE,,14.910301204760442,9.606360498654141
PICKLEBALL,ASPHALT,2,98.736298480148562,465.776419814524274
TENNIS,ASPHALT,1,105.328724071199048,581.743731147636936
TENNIS,ASPHALT,1,110.398674572261257,662.904597252266854
TENNIS,ASPHALT,1,103.660793954285523,541.019149266668705
TENNIS,ASPHALT,1,104.176814600977238,550.905068428716390
SOCCER,MOWED TURF,,338.993189474955784,6958.979050460808139
SOCCER,MOWED TURF,,239.525313867037539,3189.588644179831135
SOCCER,MOWED TURF,,241.114149781970042,3224.916423430579925
BALL DIAMOND DUGOUT,RED SHALE,,24.700034611607322,25.827714749867649
TENNIS,ASPHALT,1,107.601752106483573,616.867895410528718
TENNIS,ASPHALT,1,112.460585102156173,663.732555435829454
TENNIS,ASPHALT,1,104.379088344102797,577.558857185899001
SOCCER,MOWED TURF,,213.844736661871821,2680.942599083385630
TENNIS,ASPHALT,1,105.115508487404824,579.819537388683216
BALL DIAMOND WARNING TRACK,RED SHALE,,503.874101794064359,690.946128320414914
BALL DIAMOND DUGOUT,RED SHALE,,15.780735511110414,9.808561921074295
TENNIS,ASPHALT,1,104.026625618015800,574.852161094703092
BASKETBALL,ASPHALT,1,122.784175735694959,936.790814107573283
SOCCER,MOWED TURF,,239.727930512202875,3192.194989694879041
SOCCER,MOWED TURF,,239.910632285393632,3197.666272178190411
TENNIS,ASPHALT,1,103.422882146560383,565.252860400143049
BALL DIAMOND DUGOUT,RED SHALE,,16.774783385779791,14.714360125287746
BALL DIAMOND DUGOUT,RED SHALE,,15.340129828472723,12.367930799615495
BALL DIAMOND DUGOUT,RED SHALE,,14.289459358936785,9.556720474016483
TENNIS,ASPHALT,1,100.602403912672486,523.739817539184060
TENNIS,CLAY,1,97.278684113882406,469.021513526228887
TENNIS,CLAY,1,97.538649073084002,474.131261349308716
BASKETBALL,ASPHALT,1,79.531363353757953,336.264733919624803
TENNIS,CLAY,1,102.361578369372182,558.321659885660779
TENNIS,ASPHALT,1,103.189527538734993,538.022643726302022
VOLLEYBALL,SAND,3,119.708970168406239,850.752181466930892
BALL DIAMOND WARNING TRACK,RED SHALE,,358.640221416655493,501.892726453048908
SOCCER,MOWED TURF,,339.687788499022133,7024.608121259157087
BALL DIAMOND OUTFIELD,MOWED TURF,,272.453981739484107,3617.071859277312797
BASKETBALL,,1,49.687433928227129,153.598121752777786
BALL DIAMOND OUTFIELD,MOWED TURF,,294.238318662400218,4133.268327873701310
TENNIS,ASPHALT,1,99.663465747874540,496.986727281220283
TENNIS,ASPHALT,2,103.197218506136863,559.652566806083655
CRICKET PITCH,ARTIFICIAL TURF,,77.722105565870081,137.647145897819087
BALL DIAMOND OUTFIELD,MOWED TURF,,237.378729969877639,2958.681892721086570
SOCCER,MOWED TURF,,163.643428697898486,1529.719649328801097
BALL DIAMOND INFIELD,RED SHALE,,116.188093241338436,904.892131188029111
BASKETBALL,CONCRETE,1,59.350339926484118,191.490956445885416
CRICKET PITCH,ARTIFICIAL TURF,,63.074734061780774,107.244941351564123
SOCCER,MOWED TURF,,253.565893733757122,3674.071129381434275
DISC GOLF TEE,CONCRETE,,9.286172177492741,4.070769940973939
SOCCER,MOWED TURF,,335.771145367544364,6832.307390755699998
CRICKET PITCH,RUBBER,,149.152956992595449,190.588697050267115
DISC GOLF TEE,CONCRETE,,10.514840435476074,5.673891101828566
DISC GOLF TEE,CONCRETE,,9.770606678382007,4.906363769470838
SOCCER,MOWED TURF,,238.987796488642743,3161.541702508248363
SOCCER,MOWED TURF,,239.387498782204602,3172.651333349792822
DISC GOLF TEE,CONCRETE,,7.633997528855589,3.531690936742569
TENNIS,ASPHALT,1,113.515620067537583,697.972805112412175
ICE AREA,MOWED TURF,,155.767390609691404,1414.916703718356985
BALL DIAMOND OUTFIELD,MOWED TURF,,254.323440930195375,2243.703264333065363
DISC GOLF TEE,CONCRETE,,8.899617692818943,4.312865458734754
DISC GOLF TEE,CONCRETE,,9.342398005594458,4.021386359594650
DISC GOLF TEE,CONCRETE,,11.587417084118748,10.645564919541997
SOCCER,MOWED TURF,,247.547254586312533,3461.576702091082097
DISC GOLF TEE,CONCRETE,,11.875514169033917,11.180941581263774
SOCCER,MOWED TURF,,243.987735396526091,3356.220119431436615
SOCCER,MOWED TURF,,244.746281240836339,3341.229153142375253
SOCCER,MOWED TURF,,241.543724286478891,3247.702609177659724
BALL DIAMOND OUTFIELD,MOWED TURF,,196.558684843960549,1776.741768127212254
SOCCER,MOWED TURF,,341.482532294071234,7073.045379963729829
DISC GOLF TEE,CONCRETE,,10.570527260301072,5.832184616929668
SOCCER,MOWED TURF,,228.297404537265265,2971.913036784958877
SOCCER,MOWED TURF,,251.532665623250864,3632.943584975523208
BALL DIAMOND OUTFIELD,MOWED TURF,,315.711934467236176,5433.386426465636760
BALL DIAMOND OUTFIELD,MOWED TURF,,257.100973327624104,3018.677728355904947
BALL DIAMOND INFIELD,RED SHALE,,114.051342892646517,700.852831562347660
BALL DIAMOND DUGOUT,RED SHALE,,18.257744384791685,11.927156891597324
BALL DIAMOND DUGOUT,RED SHALE,,18.243805568087609,11.149332812829179
BASKETBALL,ASPHALT,1,86.539322298668438,440.886310495580290
SOCCER,MOWED TURF,,240.931626620879513,3201.342709567526526
SOCCER,MOWED TURF,,342.046221902220282,7074.473950446103117
CRICKET PITCH,ARTIFICIAL TURF,,54.291218432972371,67.172368086461532
SOCCER,MOWED TURF,,310.511648783747660,5692.890063839333379
SOCCER,MOWED TURF,,335.068121122546700,6737.018340781151892
BALL DIAMOND INFIELD,RED SHALE,,143.440022823119364,1532.085753505940829
TENNIS,ASPHALT,1,103.117428861905950,566.130872257264855
TENNIS,ASPHALT,1,104.471511967816724,587.391014607787611
BATTING CAGE,ARTIFICIAL TURF,,94.573594237892081,399.102666208495066
TENNIS,CLAY,1,109.604000000283122,636.072141760351315
BALL DIAMOND INFIELD,RED SHALE,,137.667571067597407,1430.298012802440780
BALL DIAMOND INFIELD,RED SHALE,,149.692313221900321,1699.361813109004288
TENNIS,ASPHALT,1,99.038312535045307,482.168052171674447
BALL DIAMOND INFIELD,RED SHALE,,133.695386625313716,1327.998575766943759
TENNIS,ASPHALT,2,99.633203130308004,494.059751345330255
TENNIS,ASPHALT,1,103.507992459299061,561.836043306460624
SOCCER,MOWED TURF,,239.698700971149151,3213.645869077961379
TENNIS,ASPHALT,2,99.598650762824448,486.668973957222704
TENNIS,ASPHALT,2,104.448787386445815,578.682204703164530
TENNIS,ASPHALT,1,103.590917575777610,568.529083269585044
TENNIS,ASPHALT,1,99.215365593948405,486.197818620378143
TENNIS,ASPHALT,2,104.040701919106226,571.682778225098673
TENNIS,ASPHALT,1,96.690856338277271,468.351185918752549
BALL DIAMOND DUGOUT,RED SHALE,,37.929109673144097,38.795352099472730
TENNIS,ASPHALT,2,98.144729799387022,493.687097065488956
BALL DIAMOND DUGOUT,RED SHALE,,17.515253874447616,15.146553450535432
TENNIS,ASPHALT,1,99.501156918814004,487.105213145656649
TENNIS,ASPHALT,1,104.357750952032063,575.772730605839456
TENNIS,ASPHALT,1,104.343460960881274,573.601385015097776
TENNIS,ASPHALT,1,97.349969352406262,466.225844546534745
TENNIS,ASPHALT,1,98.249643737698108,476.465298420856982
BALL DIAMOND DUGOUT,RED SHALE,,15.176555522569572,12.733394034008011
BALL DIAMOND DUGOUT,RED SHALE,,19.418548829977013,17.480381225905006
TENNIS,ASPHALT,2,99.872452422793998,498.555604452760804
TENNIS,ASPHALT,1,103.223912423206656,571.093228237710946
TENNIS,ASPHALT,1,98.662949473814237,483.352106882192516
TENNIS,ASPHALT,2,103.220743889601891,563.163036740241523
SOCCER,MOWED TURF,,240.463464103224936,3216.874758610103072
SOCCER,MOWED TURF,,240.631738755352671,3214.895957570715836
TENNIS,ASPHALT,1,102.468792419855276,557.746382473212634
SOCCER,MOWED TURF,,239.881517631911436,3196.422880393608921
SOCCER,MOWED TURF,,239.748600000515580,3193.770877566673789
TENNIS,ASPHALT,2,98.514278549896062,478.060513168502268
TENNIS,ASPHALT,1,103.611203412083526,569.174636766927506
BALL DIAMOND DUGOUT,RED SHALE,,19.658950669781994,17.878726161530832
TENNIS,ASPHALT,1,98.775333296626854,484.140143094084749
SOCCER,MOWED TURF,,240.704335024078830,3234.181482582602257
TENNIS,ASPHALT,2,102.982265081954324,560.836467065603301
SOCCER,MOWED TURF,,217.694368331943252,2751.073164960122085
SOCCER,MOWED TURF,,339.069041406037570,6949.582006157671458
SOCCER,MOWED TURF,,240.924374234277849,3231.255449182336633
TENNIS,ASPHALT,1,103.632229451859047,570.907800402865405
TENNIS,ASPHALT,1,98.650210837362408,479.249368569749834
SOCCER,MOWED TURF,,240.539040769380847,3229.970943390100729
SOCCER,MOWED TURF,,239.755399998277426,3188.130958975988051
TENNIS,ASPHALT,2,99.635720153497360,496.562850311355419
TENNIS,ASPHALT,2,102.945780381811048,558.537708988221539
SOCCER,MOWED TURF,,339.420199999585748,6975.086915430364570
SOCCER,MOWED TURF,,240.155950015235845,3204.153355974834540
SOCCER,MOWED TURF,,239.755399998277426,3188.130958975988051
TENNIS,ASPHALT,1,98.679396213177881,481.980861852129692
SOCCER,MOWED TURF,,339.420199999585748,6975.086915430364570
TENNIS,ASPHALT,2,103.607340150242280,568.683668379532378
TENNIS,ASPHALT,2,98.979679037798448,483.970824795213503
TENNIS,ASPHALT,1,103.694593278221902,570.859361087322668
TENNIS,ASPHALT,1,102.901385609705784,561.263323394564395
SOCCER,MOWED TURF,,240.155950013368539,3204.153355972492591
SOCCER,MOWED TURF,,339.838550563280933,6991.467124173988850
SOCCER,MOWED TURF,,318.902220346170111,5944.036570568327079
SOCCER,MOWED TURF,,336.504018579229410,6816.401875330586336
SOCCER,MOWED TURF,,237.968197911520008,3142.316077491697797
SOCCER,MOWED TURF,,340.160400883926798,7010.849112397988392
SOCCER,MOWED TURF,,336.448407656613654,6811.920957899747009
SOCCER,MOWED TURF,,270.270253401403352,3965.054753761942266
SOCCER,MOWED TURF,,240.282774826548234,3209.798078691719184
SOCCER,MOWED TURF,,339.578327007653058,6982.711140323495783
SOCCER,MOWED TURF,,239.986056525090419,3200.239526059891887
SOCCER,MOWED TURF,,239.986056529037057,3200.239528546286692
SOCCER,MOWED TURF,,339.578259341679654,6982.708284928305147
SOCCER,MOWED TURF,,239.986198742995782,3200.245699647952733
SOCCER,MOWED TURF,,239.986108209504465,3200.238794829743711
SOCCER,MOWED TURF,,240.497535025255445,3209.911939545996120
BALL DIAMOND INFIELD,RED SHALE,,106.524930232681299,857.612826749688452
TENNIS,ASPHALT,1,99.165948868060298,512.734263795871243
BALL DIAMOND INFIELD,RED SHALE,,105.225849335784972,714.875118812193591
SOCCER,MOWED TURF,,322.234294850097740,6380.085347409346468
BALL DIAMOND INFIELD,RED SHALE,,112.068115277338109,709.772833199640672
SOCCER,MOWED TURF,,248.733241164821010,3485.415716834195337
SOCCER,MOWED TURF,,251.258027350239985,3468.160467312326091
SOCCER,MOWED TURF,,238.517963201833226,3123.220212322484258
BALL DIAMOND BASELINE,RED SHALE,,135.652655077994467,97.738832400888953
BALL DIAMOND INFIELD,RED SHALE,,122.401240422772901,983.864231817085965
PRACTICE AREA - WARM UP AREA,ASPHALT,,58.297423315397793,206.597472498818917
ICE AREA,MOWED TURF,,218.886731556888094,2794.446158345534968
ICE AREA,MOWED TURF,,167.310090292381091,1842.220643178987757
SOCCER,MOWED TURF,,375.728459672424890,8235.915850892923117
BALL DIAMOND INFIELD,RED SHALE,,136.345101550230169,1143.880312303949722
VOLLEYBALL,SAND,,164.212449444257913,1554.858654777779975
ICE AREA,MOWED TURF,,122.818933069020744,895.003224991007301
BALL DIAMOND INFIELD,RED SHALE,,180.996812168400396,2461.988365448976310
SOCCER,MOWED TURF,,292.790311332184956,4958.996837310975934
SOCCER,MOWED TURF,,239.837962051666466,3195.584159037171048
BASKETBALL,ASPHALT,1,49.971623476875052,136.944784297010500
SOCCER,MOWED TURF,,265.363232705634005,3768.518999590562089
SOCCER,MOWED TURF,,160.426722919584051,1506.741131980008277
SOCCER,MOWED TURF,,159.731563548190792,1494.514130667713744
SOCCER,MOWED TURF,,241.376132143548034,3215.509814178409670
BALL DIAMOND OUTFIELD,MOWED TURF,,453.852063142393035,9674.175251681723239
BALL DIAMOND OUTFIELD,MOWED TURF,,698.819841251985849,11857.426396001261310
BALL DIAMOND OUTFIELD,MOWED TURF,,398.543550106447753,7406.896865332433663
SOCCER,MOWED TURF,,344.876325115904478,7231.592872015222383
SOCCER,MOWED TURF,,245.996938377935294,3414.225911425635786
BASKETBALL,ASPHALT,1,86.902347357126359,444.188639625890289
TENNIS,ASPHALT,1,103.870551983270886,585.795713501382806
BALL DIAMOND DUGOUT,RED SHALE,,15.205388591277361,11.904367548757874
BALL DIAMOND WARNING TRACK,RED SHALE,,654.061392132938749,533.762993800643585
BALL DIAMOND WARNING TRACK,RED SHALE,,500.112414767956750,621.663916552117371
BALL DIAMOND WARNING TRACK,RED SHALE,,501.185314337391787,620.718162763535020
BALL DIAMOND DUGOUT,RED SHALE,,15.183614331759388,10.716634499230116
BALL DIAMOND PITCHERS MOUND,RED SHALE,,16.517545790818936,21.455932390535132
BALL DIAMOND WARNING TRACK,RED SHALE,,566.718703068842956,848.175937201981583
BALL DIAMOND DUGOUT,RED SHALE,,15.057861547190768,11.426194000856619
BALL DIAMOND DUGOUT,RED SHALE,,67.797708507690558,112.267909867604118
SOCCER,MOWED TURF,,241.923690249928455,3243.843414459217911
BALL DIAMOND INFIELD,RED SHALE,,113.165282897317681,859.352095241542770
SOCCER,MOWED TURF,,239.987774085639614,3202.550593831689184
SOCCER,MOWED TURF,,242.553116962190359,3269.484006891615991
BALL DIAMOND DUGOUT,RED SHALE,,19.692818940635224,20.820236192982151
BALL DIAMOND INFIELD,RED SHALE,,183.248391545276974,2506.363290340285403
SOCCER,MOWED TURF,,340.061121478707605,6998.646222489101092
BALL DIAMOND DUGOUT,RED SHALE,,16.732062961791684,7.508646644068303
SOCCER,MOWED TURF,,239.778309102685284,3196.971653904395225
SOCCER,MOWED TURF,,239.661154003517424,3188.791878588272539
BALL DIAMOND DUGOUT,RED SHALE,,16.964053849166568,8.394659903045085
BALL DIAMOND INFIELD,RED SHALE,,74.334109621109434,337.373590656426018
SOCCER,MOWED TURF,,340.364838134754450,7019.316113335312366
BALL DIAMOND INFIELD,MOWED TURF,,74.859936125895302,298.455599528938365
SOCCER,MOWED TURF,,240.370087803966555,3211.837869644999955
LAWN BOWLING,MOWED TURF,,119.404658357314176,895.254157634537137
BALL DIAMOND INFIELD,MOWED TURF,,82.645403931319649,393.331754177520338
BALL DIAMOND INFIELD,RED SHALE,,104.232390268919360,788.404230782986019
SOCCER,MOWED TURF,,240.147329658698339,3207.054454693397929
SOCCER,MOWED TURF,,240.134567415992024,3206.839996501611495
BALL DIAMOND DUGOUT,RED SHALE,,20.189949124866200,21.216165498461226
BALL DIAMOND DUGOUT,RED SHALE,,61.358551679653807,78.067593645615844
TRACK AND FIELD,ASPHALT,,82.829321431602892,155.430112450661881
BALL DIAMOND INFIELD,MOWED TURF,,86.859298801570944,475.308807192841414
BALL DIAMOND INFIELD,MOWED TURF,,96.698271471420256,525.329015698230251
BALL DIAMOND PITCHERS MOUND,RED SHALE,,15.710636693944503,19.439292799354561
SOCCER,MOWED TURF,,339.373286088583654,6971.027874726200935
BASKETBALL,ASPHALT,1,39.030158826540095,26.858107351925732
TENNIS,CLAY,1,102.405029136220662,562.207271408639258
BALL DIAMOND PITCHERS MOUND,RED SHALE,,18.447784067259143,23.713967618408585
BALL DIAMOND WARNING TRACK,RED SHALE,,824.600671495186589,1322.682528951907443
SOCCER,MOWED TURF,,239.809762400116369,3185.719016996230948
BALL DIAMOND INFIELD,RED SHALE,,116.259479653472056,953.712804341992864
TENNIS,ASPHALT,1,109.035059343534641,659.811144759117724
BASKETBALL,CONCRETE,1,87.726489525447718,412.362577072587271
BALL DIAMOND INFIELD,RED SHALE,,122.248588107895770,766.247454757346077
BALL DIAMOND INFIELD,RED SHALE,,144.503292509107467,1558.974008687939886
TENNIS,ASPHALT,2,103.381915148360207,567.966024039995546
BALL DIAMOND INFIELD,RED SHALE,,115.756340361412839,944.783181705458560
BALL DIAMOND INFIELD,MOWED TURF,,96.991497495958100,533.195325219629808
BALL DIAMOND INFIELD,RED SHALE,,142.976791257252273,1531.354006937298436
BALL DIAMOND INFIELD,RED SHALE,,103.580496308901047,573.981910478737404
TENNIS,ASPHALT,1,103.032961270862813,571.019606615696148
SOCCER,MOWED TURF,,239.212640277701325,3144.014583681915155
SOCCER,MOWED TURF,,344.275098563529241,7192.763512015518245
SOCCER,MOWED TURF,,341.951654325538129,7158.379017126727376
SOCCER,MOWED TURF,,346.311705598063838,7320.567886859820646
BASKETBALL,CONCRETE,1,84.523047665999272,434.033391492505018
BALL DIAMOND WARNING TRACK,RED SHALE,,662.467975983046244,894.257981136793774
SOCCER,MOWED TURF,,305.880050221044371,5559.626465964870476
SOCCER,MOWED TURF,,340.941999999806285,7032.969999993219972
BALL DIAMOND WARNING TRACK,RED SHALE,,719.207238648247994,1304.120608351459168
SOCCER,MOWED TURF,,198.757872108330957,2307.374707421145104
BALL DIAMOND PITCHERS MOUND,RED SHALE,,20.535003957776713,26.151966197404221
SOCCER,MOWED TURF,,337.878513956174118,6881.229369346211570
SOCCER,MOWED TURF,,253.055398011595884,3708.279144147005809
BALL DIAMOND INFIELD,RED SHALE,,115.961044270019059,1022.235986547445350
ICE AREA,MOWED TURF,,164.507071242246127,1524.007860998421165
BASKETBALL,CONCRETE,1,65.986988361985269,284.341842938843172
BALL DIAMOND INFIELD,RED SHALE,,119.647487097697933,1053.178452891832421
TENNIS,ASPHALT,1,106.182105747467375,576.007228162388174
BALL DIAMOND INFIELD,RED SHALE,,159.930834364915967,1345.152633983960868
SOCCER,MOWED TURF,,241.550456132722331,3438.124924494137304
SOCCER,MOWED TURF,,266.138733959443414,4010.132412113844566
TENNIS,ASPHALT,2,104.905991945605109,583.464955034887680
TENNIS,ASPHALT,1,105.989593878123159,597.905865803527035
TENNIS,ASPHALT,1,105.135215817832659,583.162318359255892
TENNIS,ASPHALT,1,107.886435024566509,618.756099928073354
TENNIS,ASPHALT,1,105.313466625691134,592.482388384933756
TENNIS,ASPHALT,1,114.027677657798662,702.331061522814480
TENNIS,ASPHALT,1,110.697732201794921,668.645821853826078
BALL DIAMOND BASELINE,RED SHALE,,345.718599960106530,1441.559877026939375
TENNIS,ASPHALT,1,104.969613065228486,585.263709095044192
BALL DIAMOND INFIELD,RED SHALE,,109.379749717930906,927.710370778065680
BALL DIAMOND INFIELD,RED SHALE,,117.472041418456698,1064.991628449014115
BALL DIAMOND INFIELD,RED SHALE,,149.189881989291479,1664.111855256767967
PRACTICE AREA - WARM UP AREA,ASPHALT,,62.118954599160858,238.768274011475910
BALL DIAMOND INFIELD,RED SHALE,,118.291815678126042,785.420678795645244
BALL DIAMOND INFIELD,RED SHALE,,149.140209679838335,1678.370493990277737
BALL DIAMOND INFIELD,RED SHALE,,136.005789004523820,1408.122269606252758
FOOTBALL,MOWED TURF,,375.752229748715308,7504.691191722526128
BALL DIAMOND INFIELD,RED SHALE,,120.712563776643179,799.783989991274439
BALL DIAMOND INFIELD,RED SHALE,,121.988749965279879,859.713363587626418
BALL DIAMOND INFIELD,RED SHALE,,117.457290905548334,878.085828445016205
BASKETBALL,CONCRETE,,54.988090364325402,189.306933675838565
BALL DIAMOND INFIELD,RED SHALE,,126.912825143257535,1063.617242350137758
SOCCER,MOWED TURF,,341.485446376322784,6982.727711465688117
BASKETBALL,CONCRETE,,110.860837001540972,159.723297354282437
BALL DIAMOND INFIELD,RED SHALE,,176.391101482957424,1897.006638295335733
BALL DIAMOND INFIELD,RED SHALE,,145.453527600446876,1559.165995928700113
BALL DIAMOND INFIELD,RED SHALE,,144.396230277408620,1565.813597001392964
BALL DIAMOND INFIELD,RED SHALE,,114.298136221162821,873.795671050438159
BALL DIAMOND INFIELD,RED SHALE,,143.043770975195230,743.193724545779787
BALL DIAMOND INFIELD,RED SHALE,,186.582048028466431,2637.474587348835030
SOCCER,MOWED TURF,,302.053405908592708,5456.642772212044292
TENNIS,ASPHALT,1,104.077649804492012,578.539440194955887
BALL DIAMOND INFIELD,RED SHALE,,104.764061837519264,644.100405817210117
BALL DIAMOND INFIELD,RED SHALE,,145.054576374729891,1551.700360693311268
SOCCER,MOWED TURF,,322.163300573527692,6031.451881058339495
DISC GOLF COURSE,MOWED TURF,,1229.169735002642028,31773.988929626168101
SOCCER,MOWED TURF,,358.508276074858031,7138.394649089118502
SOCCER,MOWED TURF,,241.303589985152399,3244.238263117093084
SOCCER,MOWED TURF,,240.287256104527557,3274.855154789205244
SOCCER,MOWED TURF,,227.025699833515375,2916.156667983611896
SOCCER,MOWED TURF,,240.839800002053380,3202.152261140637620
SOCCER,MOWED TURF,,225.574362442864668,2872.220369716094865
SOCCER,MOWED TURF,,239.767036002383321,3161.051328269109490
SOCCER,MOWED TURF,,216.031637879454934,2573.002671155635653
SOCCER,MOWED TURF,,220.832348378444863,2734.547541220727453
SOCCER,MOWED TURF,,152.935374287615275,1309.240525500209060
SOCCER,MOWED TURF,,138.979476750480131,1174.779935685016426
SOCCER,MOWED TURF,,320.396963749305144,5995.757152496781600
SOCCER,MOWED TURF,,242.780568155431126,3340.329719415463387
SOCCER,MOWED TURF,,252.363416106375325,3685.339442494160721
SOCCER,MOWED TURF,,214.951027351934954,2655.273997501793474
SOCCER,MOWED TURF,,251.975613591792268,3676.772951394908432
SOCCER,MOWED TURF,,240.837500399886380,3269.839150109251477
SOCCER,MOWED TURF,,224.707268641633959,2822.664098287549677
SOCCER,MOWED TURF,,249.086416744572119,3515.418792772564757
BALL DIAMOND INFIELD,RED SHALE,,151.136507659226993,818.921204914602754
ICE AREA,MOWED TURF,,137.315683084257415,1197.681150213917590
BALL DIAMOND PITCHERS MOUND,RED SHALE,,11.430622851816050,10.189400498361781
TENNIS,ASPHALT,2,111.345242312853941,725.834507858160350
SOCCER,MOWED TURF,,242.247459753190611,3290.507729877620932
DISC GOLF COURSE,MOWED TURF,,3170.194979871992928,109738.359982394162216
SOCCER,MOWED TURF,,245.677379449074778,3392.576708191975285
TENNIS,ASPHALT,1,104.023601665750320,572.099134694728150
PRACTICE AREA - WARM UP AREA,ASPHALT,,66.311988840533814,235.216785310604251
SOCCER,MOWED TURF,,236.707996749277299,3317.783661110344838
SOCCER,MOWED TURF,,251.858180403129808,3670.971572104196184
BALL DIAMOND INFIELD,RED SHALE,,131.068753605691541,1302.604797916183315
SOCCER,MOWED TURF,,232.315525038364541,3176.535649852192364
SOCCER,MOWED TURF,,246.886955739240904,3470.989975077024610
BASKETBALL,ASPHALT,,78.736392368448406,266.968467928213954
SOCCER,MOWED TURF,,246.089686516552263,3443.362125805652340
SOCCER,MOWED TURF,,221.938184286942686,2990.048345850114856
SOCCER,MOWED TURF,,220.786963924403153,2950.028048859257069
SOCCER,MOWED TURF,,160.501100642899360,1472.608059655297666
BALL DIAMOND OUTFIELD,MOWED TURF,,205.542306138059587,2066.680228221355264
SOCCER,MOWED TURF,,163.673352224722407,1547.794404576464103
BALL DIAMOND OUTFIELD,MOWED TURF,,259.067432668411755,2181.156389891772960
SOCCER OR FOOTBALL,MOWED TURF,,340.701241987246476,7026.554622478967758
BALL DIAMOND INFIELD,MOWED TURF,,105.958482839727154,613.257290324130054
SOCCER OR FOOTBALL,MOWED TURF,,241.411173109161808,3253.931718028424712
SOCCER,MOWED TURF,,338.927133586804530,6932.907223828418864
ICE AREA,MOWED TURF,,115.555999432120302,814.981021516298142
BALL DIAMOND OUTFIELD,MOWED TURF,,326.228082906060195,5026.871057248105899
ICE AREA,MOWED TURF,,121.826975643027396,917.735145917942077
SOCCER,MOWED TURF,,318.940611516127774,5850.913950025676058
SOCCER,MOWED TURF,,215.216956553721332,2477.727341941722443
SOCCER OR FOOTBALL,MOWED TURF,,241.341416463511365,3236.800593827356352
FOOTBALL,MOWED TURF,,301.766300197247347,5429.328367364468249
SOCCER,MOWED TURF,,346.185947036838115,7510.009209088407260
SOCCER,MOWED TURF,,359.725115793683699,7646.503329616737574
SOCCER,MOWED TURF,,227.748828987468528,2990.089447997286698
BALL DIAMOND INFIELD,RED SHALE,,121.421307179425980,885.287678750447640
BALL DIAMOND INFIELD,RED SHALE,,131.044894311315744,1209.771545977422875
SOCCER,MOWED TURF,,272.696626069985541,4037.709095524737677
SOCCER,MOWED TURF,,271.856922039088204,4405.521315566003068
SOCCER,MOWED TURF,,344.148100776624460,7211.611026066915656
SOCCER,MOWED TURF,,130.342080365303644,988.923710329225173
SOCCER,MOWED TURF,,244.641970241898036,3985.331873597092454
BALL DIAMOND INFIELD,RED SHALE,,171.169117206223518,2092.944362995021038
BASKETBALL,ASPHALT,,140.218732070026164,1093.974238301216928
BALL DIAMOND BASELINE,RED SHALE,,202.342485379545366,250.212684257306023
SOCCER,MOWED TURF,,124.514707366673832,852.978837807364926
ICE AREA,ASPHALT,,154.770601816152862,1367.497060515859630
SOCCER,MOWED TURF,,394.200290919476004,8201.365035654293024
SOCCER,MOWED TURF,,255.887002124094977,3669.522207836518191
BASKETBALL,ASPHALT,,111.028494052949668,445.031286236691642
BALL DIAMOND INFIELD,RED SHALE,,125.810223626380107,889.891621114904410
BASKETBALL,ASPHALT,3,73.104212417031277,422.124191438649916
BALL DIAMOND INFIELD,MOWED TURF,,70.746734189050827,244.017412887293801
BALL DIAMOND INFIELD,MOWED TURF,,86.503705974405449,362.765618013788810
BASKETBALL,CONCRETE,1,10.440075221218653,0.036853040413517
BASKETBALL,ASPHALT,2,86.672277729113645,440.803680934778129
SOCCER,MOWED TURF,,177.473909952911811,1677.853288857644657
SOCCER,MOWED TURF,,361.293999997898936,7877.654889901492425
SOCCER,MOWED TURF,,361.294199999421835,7877.665597683026135
SOCCER,MOWED TURF,,253.450609255458289,3706.716311249874707
SOCCER,MOWED TURF,,242.814334291984608,3286.144533557163868
BALL DIAMOND INFIELD,MOWED TURF,,70.928755461281952,319.600752989969692
SOCCER,MOWED TURF,,239.196598191129880,3114.837542596186722
BALL DIAMOND INFIELD,MOWED TURF,,79.269788973692670,403.555287487026192
BALL DIAMOND INFIELD,MOWED TURF,,91.321704826772077,421.489148929247733
BALL DIAMOND INFIELD,MOWED TURF,,77.567849281482481,264.713211000960712
SOCCER,MOWED TURF,,346.441799998283386,7160.323339612892596
BALL DIAMOND INFIELD,MOWED TURF,,92.009358749953151,529.344609703846800
SOCCER,MOWED TURF,,307.739508973916259,5360.958855009512263
BALL DIAMOND INFIELD,RED SHALE,,149.700411987486234,1471.528702974633006
BALL DIAMOND INFIELD,RED SHALE,,120.386144933761997,877.364704697326715
BALL DIAMOND INFIELD,RED SHALE,,114.633483487212104,928.331602239265635
